text,sentiment
BSE revises equity transaction charges,Hold
38 companies in the BSE 500 have paid more than 25 per cent of their net profit as dividend,Hold
Broking firms revive expansion plans,Hold
Bond yields little changed; consolidation seen,Hold
Bond yields steady; auction results awaited,Hold
Bond yields steady; seen dropping later,Hold
Biocon marketing head Rakesh Bamzai quits,Hold
Financial Tech Bahrain arm starts ops,Hold
Asian stocks mixed after holiday weekend,Hold
Asian markets: Tokyo stocks open flat,Hold
Asia stocks sideswiped by Wall Street,Hold
Apple Inc eyes yen-denominated bond,Hold
"Apple shareholders, do not panic",Hold
Airtel's enterprise head quits,Hold
Adecco India head Sudhakar Balakrishnan quits,Hold
Maharashtra allows molasses export,Hold
ECB's bond buying plan: What's next,Hold
Looking into the future of Sensex,Hold
Market remains stock specific: Mitesh Thacker,Hold
Monsoon key to capital goods demand,Hold
Overweight on IT sector: BP Singh,Hold
"Rate-sensitive stocks rally, but worries stay",Buy
Retain big IT names: Mehraboon Irani,Hold
Why tech stocks are trending again,Hold
Will the Nifty start moving upward?,Hold
Alibaba symbol of China new technology giants,Hold
Ample crude supplies until mid-2016: IEA chief,Hold
Are Maruti royalty payouts to Suzuki 'extortive'?,Hold
Arun Gandhi says farewell to Tata sons,Hold
Ashoka Buildcon plans Rs. 225 cr IPO,Hold
Asia shares waver in Wall Street shadow,Hold
Asian markets flat after holiday-thinned US session,Hold
Axeon appoints ex-Peugeot India boss Rajesh Nellore,Hold
Bajaj Auto Motorcycles president K Srinivas quits,Hold
Bharti Airtel Q2 results: Ten key takeaways,Hold
Bharti Retail appoints Craig Wimsatt as COO,Hold
Bigger IT players offer value for money,Hold
Bond yields largely unchanged in range-bound trade,Hold
Bond yields steady ahead of policy review,Hold
Bond yields unlikely to fall further: Traders,Hold
BRIC markets appear 'disunited' to stock investors,Hold
BSE issues guidance note on price-sensitive disclosures,Hold
BSE shelves plans for separate commodity bourse,Hold
CDS can catalyse Indian bond markets: Crisil,Hold
Commercial papers fast replacing conventional bank loans,Hold
Commexes extended trade hours hit a roadblock,Hold
Commexes told to make base metals delivery-based,Hold
"Commexes, FMC mull ways to boost liquidity",Hold
Day trading guide by Motilal Oswal Securities,Hold
Debjani Ghosh is Intel South Asia head,Hold
"Defence a long-term story, says Prakash Diwan",Hold
Defensive stocks top gainers on Dalal Street,Buy
"Dhanalaxmi Bank, wait and watch: Ashwani Gujral",Hold
Divya Gupta appointed CEO of Dentsu Media,Hold
"Drug licence, supply gains turn it on",Hold
Edelweiss Financial Senior Partner Rajeev Mehrotra quits,Hold
ETF investors renew interest in emerging markets,Hold
Euronext names new head of post-trade business,Hold
Examining SBI rights issue proposal: Finance Ministry,Hold
Executive pay should reflect company performance: Sebi,Hold
Expect large caps to consolidate: Ashwani Gujral,Hold
F&O: Nifty may face resistance at 5370-5400,Hold
Fairbridge Capital (Mauritius) becomes promoter of TCIL,Hold
FCI buys paddy from farmers amid protest,Hold
Fewer investors trade on Multi Commodity Exchange,Hold
FIFA introduces web-based platform for online transactions,Hold
FIIs August selloff biggest since January 2008,Hold
First Leasings AGM venue irks minority shareholders,Hold
FMC open to restarting sugar futures trading,Hold
Foreign investors scramble to buy Indian Bonds,Hold
Forex Lawsuit Settlements near $2 billion: WSJ,Hold
FPI inflows hit Rs 11 lakh-crore mark,Hold
FSDC sub-committee to discuss inflation-linked bonds tomorrow,Hold
Geometric appoints Parth Gandhi as Non-Executive Director,Hold
Global stocks mixed after Japan policy unchanged,Hold
Gold barely changed on mixed economic signals,Hold
Gold trades flat a day before Diwali,Hold
Gold-linked money pooling schemes under Sebi scanner,Hold
Great Eastern Shipping June quarter result review,Hold
Gur prices end steady on limited buying,Hold
Hewlett-Packard Co to resume share repurchase program,Hold
Holcim elevates Ramit Budhraja to group level,Hold
HSBC sees Rupee at 60-levels by December,Hold
Hyundai Creta compact SUV: First drive review,Hold
ICICI Bank board approves five-for-one stock split,Hold
ICICI Securities launches e-voting facility for shareholders,Hold
IDBI Bank raises $500 million from bonds,Hold
IiAS recommends voting against Vijay Mallya reappointment,Hold
Important support for EUR/USD lies at $1.3588/86,Hold
Indian Register of Shipping appoints new executives,Hold
Indo Rama Synthetics CEO Ashok Gupta resigns,Hold
Indraprastha Gas corrects as SC defers decision,Hold
Infinite Computer Solutions IPO opens Jan 11,Hold
InterGlobe Aviation to list its shares tomorrow,Hold
Investors hopeful of government reviving tax-free bonds,Hold
"Investors see growth in stocks, shunning Russia",Hold
IOD Fellowship to ONGC chairman Sudhir Vasudeva,Hold
John Kerin named ICRISAT Ambassador of Goodwill,Hold
JP Morgan elevates Nandkumar Surti as CEO,Hold
JSW Steel promoter hikes stake in company,Hold
Key takeways from Bharti Airtel's Q4 results,Hold
Leased line users get NSE fee waiver,Hold
M S Banga joins PE Fund CD&R,Hold
Mahalingam Balaji appointed IDC India Research Director,Hold
Mahendra Alladi appointed CTO at Cigniti Technologies,Hold
Market likely to drift sideways: Ashwani Gujral,Hold
Markets may consolidate post Budget: Ashwani Gujral,Hold
Markets remain in consolidation mode: Ashwani Gujral,Hold
McCann appoints two NCDs after 12 years,Hold
"MCX, FTIL debate over preferential share allotment",Hold
MCX-SX extends rights issue till April 30,Hold
MCX-SX ongoing rights issue may face turbulence,Hold
Mid-cap stocks set to play catch-up soon,Hold
Midcaps: Bubble or multibaggers in the making?,Hold
MindTree Q2 net at Rs 23.24 cr,Hold
Mirza International has been sideways: Deepak Mohoni,Hold
Monetary easing divides analysts on gold prices,Hold
Morgan Stanley sees return of retail investors,Hold
Mouli Raman quits as CEO of OnMobile,Hold
Multi-year stock market rally on cards: Analysts,Buy
Nafed likely to market north-east horticultural products,Hold
NCDEX introduces forwards contracts segment Agrim Sauda,Hold
NCDEX introduces hedge policy for commodity markets,Hold
NCDEX's 40 approved warehouses registered under WDRA,Hold
Nifty seen in a tight 6000-6300 range,Hold
Nifty's strong support seen at 5750 levels,Hold
Nihilent Technologies considering IPO in 12-18 months,Hold
Nirma bid to unlock value via delisting,Hold
Nomura retains its 'Hold' rating on ONGC,Hold
Nothing more than CRR hike likely: Edelweiss,Hold
NSE group firm launches Quality 30 index,Hold
NSEL borrowers channelled funds to Dubai: Police,Hold
NSEL contests forensic audit findings on IBMA,Hold
NSEL-FTIL merge case adjourned to December 22,Hold
Oberoi Realty IPO price-band quite stretched: Swastika,Hold
OFS Technologies IPO opens on Dec 28,Hold
Oil prices mixed after Saudi king death,Hold
Oil prices mixed ahead of OPEC meeting,Hold
Omnitech Infosolutions bets big on RTGS implemetations,Hold
Pharma stocks need to consolidate: Ashwani Gujral,Hold
Philippe Divry appointed as Volvo India MD,Hold
Polycab Wires appoints Ramakrishnan as group CEO,Hold
Polycom appoints Geoff Thomas as APAC President,Hold
Power Finance Corporation to buyback infrastructure bonds,Hold
Prestige Estates Projects IPO: What experts say,Hold
Pulses market remains steady in tight movements,Hold
Pulses prices end steady in tight movements,Hold
Pulses prices ends flat in thin trade,Hold
Put OI around 6000 shows support zone,Hold
Quality midcaps going cheap lure fund managers,Hold
R Chandrashekhar takes over as Nasscom President,Hold
Rajnikant Patel leaves Indian Commodity Exchange posts,Hold
RBI agility helps tame money market volatility,Hold
Reliance Industries: Expect a flat earnings growth,Hold
"Remain invested in equities: Subramanium, Quantum Advisors",Hold
Replanting to help tea cos raise yield,Hold
RNRL is a clear sell: Seshadri Bharathan,Sell
Rocket Internet joins rush of e-commerce listings,Hold
Rouble firms as oil steadies above $50,Hold
Rupee rules steady against dollar at 59.11,Hold
Sadbhav Infrastructure IPO subscribed by 2.24 times,Hold
SBI to launch FTSE SBI bond indices,Hold
Sebi attaches accounts in Edserv Softsystems IPO,Hold
Sebi brings more stocks under price-band net,Hold
Sebi issues warning against fraudulent regulatory calls,Hold
Sebi notifies one-time registration system for brokers,Hold
Sebi orders attachments in Indo-Pacific Software case,Hold
Sebi relaxes debt-equity conversion norms for banks,Hold
Sebi seeks clarification on Ortel Communications IPO,Hold
Sebi to revamp initial public offer process,Hold
Sebi to review surveillance systems; fast-track enforcements,Hold
Sebi to tweak employee stock option norms,Hold
"Sebi-Sahara case: Subrata Roy, others summoned tomorrow",Hold
Senior MCX officials'e-mails may offer key information,Hold
Sensex rangebound; top 10 stocks in focus,Hold
Several small caps trading at eye-popping valuations,Hold
Share markets await Narendra Modi maiden budget,Hold
Share markets await Narendra Modi's maiden budget,Hold
"Sharp correction on Nifty unlikely, say analysts",Hold
Should investors subscribe to Shemaroo Entertainment IPO?,Hold
Siemens board OKs merging Siemens Rolling Stock,Hold
Steel prices remain flat in lacklustre trade,Hold
Steel prices remain flat in thin trade,Hold
Steel prices remain quiet in thin trade,Hold
Steel prices remain quiet in tight movements,Hold
Steel prices remain steady in thin trade,Hold
Syngene listing sparks Kiran Mazumdar-Shaws R&D dreams,Hold
TCS shares end flat after Mitsubishi deal,Hold
Ten key takeaways from Infosys first-quarter results,Hold
Three in fray for MCX-SX top post,Hold
Trent Ltd reappoints Philip Auld as CEO,Hold
Tube Investments declares 75 pc interim dividend,Hold
TVM Capital appoints Sudhir Bahl as Director-India,Hold
UK-based ARC Ratings to soon grade India,Hold
Ultratech Q2 net at Rs 116 cr,Hold
Unique identification number for hallmarked jewellery: BIS,Hold
V Balakrishnan joins Avekshaa Technologies' advisory board,Hold
VSF halved Grasim fortunes compared to Ultratech,Hold
Watch out for OnMobile: Networth Stock Broking,Hold
What Dipen Shah says on Infosys results,Hold
What's stopping rupee from appreciating beyond 60?,Hold
Which direction is crude oil heading to?,Hold
WNS Q4 Net profit at $13.4 million,Hold
Xander Finance appoints Rajeev Radhakrishnan as CFO,Hold
Yuan ticks IMF boxes for reserve currency,Hold
10 takeaways from the second-quarter results of Infosys,Hold
4597 key level on the Nifty: Ashwani Gujral,Hold
5 things to know about Apple stock split,Hold
5546 key level for Nifty today: Ashwani Gujral,Hold
6 smart things to know about gold loans,Hold
Aban Offshore broken out of large falling channel:Emkay,Hold
"After rupee crisis, RBI shores up currency's defences",Hold
AGC Net will not share data with Essar,Hold
Aircel Appoints Kaizad Heerjee as Chief Operating Officer,Hold
Americans are biggest foreign owners of Greek stocks,Hold
"Analyst View: Market wrap for Friday, December 16",Hold
"Analyst View: Market wrap for Friday, December 9",Hold
"Analyst View: Market wrap for Thursday, December 15",Hold
"Analyst View: Market wrap for Wednesday, December 14",Hold
Aniruddh Kumar assumes charge as BEML Board member,Hold
Anoop Kumar Gupta appointed Director (Electrical) of DMRC,Hold
"April 01, 2014: Mecklai Financial report on rupee",Hold
"April 03, 2014: Mecklai Financial report on rupee",Hold
"April 12, 2014: Mecklai Financial report on rupee",Hold
Are firms with high Europe exposure in trouble?,Hold
Are markets overplaying Iraq factor? Most likely: Experts,Hold
Asia Index launches S&P BSE India Infrastructure Index,Hold
Asian Paints Q2 Net at Rs 347.30 crore,Hold
Asian shares flat as investors digest Greek deal,Hold
"Asian stocks mixed on US earnings, goods orders",Hold
"August 18, 2014: Mecklai Financial report on Rupee",Hold
"August 4, 2014: Mecklai Financial report on Rupee",Hold
Aurionpro appoints three independent members to its board,Hold
Avon India appoints R M Sirbu Managing Director,Hold
Bajaj Finserv reports flat consolidated PAT for Q4-FY15,Hold
Balaji Telefilms appoints Sameer Nair as Group CEO,Hold
Barjeel Geojit Securities launches brokerage services for QFIs,Hold
Be cautious before going long on Tech Mahindra,Hold
Billionaire stake shakes Woolworths buyout of David Jones,Hold
Bond yields steady ahead of RBI policy review,Hold
Bonds flat; auction cut-offs in line with expectations,Hold
Bonds: Range for 10-year G-Sec seen at 8.20-8.30%,Hold
Brokers call: Citi stays neutral on Tech Mahindra,Hold
"BSE currency derivatives turnover tops Rs 4,000 crore",Hold
"BSE currency derivatives volume at Rs 2,000-cr mark",Hold
BSE launches institutional trading platform on BSE SME,Hold
BSE shareholders approve merger with United Stock Exchange,Hold
BSE to launch IRF trading from January 20,Hold
"Bye-bye FY15; Sensex ends fiscal year at 27,957.49",Hold
Cairn India interim CEO P Elango  quits,Hold
CARE assigns IPO Grade 2 to Parabolic Drugs,Hold
Catamarans investment in SKS was to help poor,Hold
CEAT launches Rs 400 crore Qualified Institutions Placement,Hold
Cement companies try to crack capacity utilisation code,Hold
Cement got its quota of allocation: Sudip Bandyopadhyay,Hold
"Chasing 'moving targets', Sebi to upgrade surveillance systems",Hold
China stocks end mixed after one-child policy reform,Hold
China to permit cross-border stock trading with HK,Hold
China yuan flat after c.bank slightly softens guidance,Hold
China yuan trades flat after US currency report,Hold
CIL IPO priced ar Rs 245 per share,Hold
CIL stake sale subscribed 30% till afternoon trade,Hold
Cisco names Dinesh Malkani new India sales head,Hold
"CITI urges traders, ginners to release cotton stocks",Hold
Component suppliers to India Mars mission in focus,Hold
Cooking oil price may rise on low production,Hold
Could diamond be the new gold for traders?,Hold
Court restrains Public Limited company from holding EGM,Hold
D K Sarraf takes over as ONGC Chairman,Hold
Daimler India Commercial Vehicles announces top management rejig,Hold
Decoding the cryogenic engine used in ISRO's launch,Hold
Dhanteras demand for gold unchanged from last year,Hold
"Dish TV appoints Sandeep Bajpai as VP, Marketing",Hold
"DQE India plans IPO, chalks out expansion plans",Hold
Dry fruit prices rule steady in tight movements,Hold
Dubai exchange plans to launch EM currency products,Hold
Economist Johan Zyl appointed to Shriram Capital board,Hold
Educomp may see levels of 255-260: Mitesh Thacker,Hold
Emami names Ajith Babu Narasimha new healthcare CEO,Hold
Emerging stocks set for second week in red,Sell
Ennore Port launches Rs 500-crore tax-free bond sale,Hold
Enter into Hindalco at 190-195 levels: Ashwani Gujral,Hold
"E-series payments: NSEL says awaiting FMC, court nod",Hold
Euro off to calm start in event-laden week,Hold
Euro steadies after slumping on dovish Draghi comments,Hold
Euro steadies ahead of US non-farm payrolls report,Hold
European shares pause for breath ahead of data,Hold
"Experts see Sensex at 24,000 well before elections",Hold
